filename,segment_id,segment,victim_presence,reasoning_victim_presence,narrative_frame_citizenship_passive,narrative_frame_suffering_passive,narrative_frame_agency_passive,narrative_frame_reconciliation_passive,narrative_frame_victimblaming_passive,narrative_frame_angerhatred_passive,narrative_frame_passive_dimensions,narrative_frame_citizenship_active,narrative_frame_suffering_active,narrative_frame_agency_active,narrative_frame_reconciliation_active,narrative_frame_victimblaming_active,narrative_frame_angerhatred_active,narrative_frame_active_dimensions,narrative_frame_additional,reasoning_narrative_frame
Actoras Report - Tejidos que lleva el alma.pdf,153,"A lo largo de este trabajo de priorización, se evidenció que la reagrupación que más permitía explicar los procesos sociales que vivieron al pasar de víc­ timas a actoras, partía de las identidades de género de las mujeres articula­ das, con el momento del ciclo de vida que fue interrumpido por la violación (jóvenes/casadas/viudas), y las normas sexuales asignadas a cada uno de es tos momentos (virginidad y exclusividad sexual).",1,Se menciona explícitamente a víctimas y sus procesos de transformación; no hay testimonios directos de ellas.,0.5,1,1,0,0,0,"[desigualdad, discriminación, vulnerabilidad, violencia estructural, resiliencia, actor(as) de cambio, sobreviviente]",0,0,0,0,0,0,[],Género y sexualidad,"El segmento centra la interpretación en identidades de género, etapas del ciclo de vida y normas sexuales como virginidad y exclusividad, mostrando cómo la violación interrumpe trayectorias y resignifica posiciones sociales, así como el tránsito de víctimas a actoras. Es un encuadre claramente de género y sexualidad."
Actoras Report - Tejidos que lleva el alma.pdf,154,"De esta cuenta, acabamos construyendo tres categorías para el análisis de esta investigación:",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,155,"Las solteras: se refiere a las mujeres que fueron violadas jóvenes y vír­ genes, que adquirieron una nueva identidad impuesta por la guerra",1," Describe mujeres violadas durante la guerra, víctimas con identidad impuesta, no es testimonio directo.",0.5,1,0,0,0,0,"[discriminación, marginalización, la (non)reconocimiento, vulnerabilidad, víctima(s) inocente(s), víctima(s) pasiva(s), violencia histórica]",0,0,0,0,0,0,[],Violencia sexual como arma de guerra y estigmatización de género,"El enunciado identifica a jóvenes violadas como marcadas con una identidad impuesta por la guerra, lo que sugiere el uso de la violencia sexual para disciplinar y estigmatizar, configurando roles sociales de soltera que reproducen control y exclusión de género."
Actoras Report - Tejidos que lleva el alma.pdf,156,que se estructura alrededor de la imposibilidad de realizar su proyecto de vida asignado: ser esposa y madre.,0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,157,"Las madresposas fallidas: se refiere a quienes fueron violadas estando ca sadas y que todavía viven con su marido, cuya vida se estructura a",1,Describe a mujeres víctimas de violación que siguen con su marido; no hay testimonio directo.,0.5,1,0,0,0.5,0,"[discriminación,marginalización,la (non)reconocimiento,vulnerabilidad,violencia estructural]",0,0,0,0,0,0,[],Estigmatización patriarcal de roles femeninos,"La categoría madresposas fallidas señala que el daño sexual se traduce en estigma por fallar como esposa/madre según normas patriarcales. Refuerza control social, honor y vergüenza, y condiciona la vida conyugal posterior, profundizando daño social además del físico."
Actoras Report - Tejidos que lleva el alma.pdf,158,par tir del sentimiento profundo de haberle sido infiel y la necesidad de demostrarle que es buena esposa.,0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,159,"Las viudas: se refiere QUIENES fueron violadas durante o después de la desaparición de su esposo, que adquirieron esta nueva identidad a",1,"El segmento describe a viudas violadas tras la desaparición de sus esposos, mencionando explícitamente a víctimas.",0.5,1,0,0,0,0,"[marginalización, exclusión (social), vulnerabilidad, violencia continua, violencia estructural]",0,0,0,0,0,0,[],Género y violencia sexual,"Describe viudas violadas durante o después de la desaparición del esposo, lo que evidencia vulnerabilidad y violencia continuada/estructural. Indica indirectamente marginalización social de las viudas. No hay agencia, reconciliación, culpabilización ni emociones estigmatizadas. Se destaca el marco adicional de género por la especificidad de la violencia sexual."
Actoras Report - Tejidos que lleva el alma.pdf,160,par tir de la pérdida brutal provocada por la guerra y reforzada por la ne cesidad de demostrarle su fidelidad más allá de la muerte.,0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,161,"Esta tipología realizada con base en las historias de vida fue contrastada con la información que salió de los grupos de reflexión, la cual reforzó y com plementó lo evidenciado en las historias de vida. Se pudo de esta manera con tar con categorías sociales, explicativas de procesos sociales vividos por mu jeres mayas después de la violación sexual cometida contra ellas en la guerra, más allá de procesos individuales.",1,"Menciona a mujeres mayas víctimas de violación sexual en la guerra, describiendo procesos sociales derivados de su experiencia.",0,1,0,0,0,0,[violencia histórica],0,0,0,0,0,0,[],Género e interseccionalidad,"El segmento se centra en la violación sexual en la guerra contra mujeres mayas, lo que marca fuertemente el marco de sufrimiento por violencia histórica. No hay apelaciones a derechos, agencia, reconciliación, culpas ni emociones. Propongo género e interseccionalidad para captar la especificidad étnico-sexual de la experiencia."
Actoras Report - Tejidos que lleva el alma.pdf,162,"La construcción del conocimiento dialógico es una gran aventura y un gran re to. Implica un proceso de discusión entre todas las sujetas involucradas en la investigación­acción sobre el significado de los procesos vitales de las mujeres y por lo tanto, los nuestros. Es una reflexión conjunta, a partir de los marcos de referencias de cada una.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,163,"Uno de los elementos fundamentales para establecer tal diálogo fue par tir de los propios códigos culturales de las sujetas de investigación en los espacios de discusión conjunta, que incluye el uso de su lenguaje, pero más allá, de sus símbolos y referencias culturales. Un ejemplo concreto son los códigos religiosos a través de los que muchas mujeres interpretan su vi da. El peso que toman estos códigos nos llevó a discutir y considerar en el equipo, la necesidad de partir de estos mismos para poder desmantelar los discursos culpabilizantes y opresores alrededor de la sexualidad de las mu jeres.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,164,"En esta investigación además, apostamos por construir un conocimiento más complejo a partir de un diálogo entre investigadoras de diferentes disci­ plinas (antropología, psicología social y ciencias políticas), y de diferentes cul turas (maya, mestiza y francesa).",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,165,"La participación de una mujer maya en el equipo de investigación fue fun damental para confrontar marcos de referencia e integrar y visibilizar en la discusión los significados que las mujeres mayas dan a sus procesos de vida a partir de sus propias concepciones del mundo. De esta manera, íba mos retroalimentando los análisis que hacíamos a través de las vivencias personales que nos compartía esta investigadora maya, a pesar de las dife­ rencias de clase existentes. Contribuyó grandemente a crear puentes entre los diferentes marcos de referencia de donde cada investigadora partía y con sensuar un análisis a partir de las experiencias de vida concretas de las mu jeres mayas.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,166,"La apuesta por la concepción y el análisis colectivo de la información des de la interdisciplinariedad y la interculturalidad, a la vez que representó lar gas horas de discusión, permitió enriquecer la reflexión en torno a la mul­ tiplicidad de factores que entran en juego a la hora de analizar los procesos so ciales de transformación.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,167,"Resalta allí el papel fundamental que jugó Patricia Castañeda como ase sora, con su capacidad de tender puentes entre las diversas disciplinas, en tre las diferentes concepciones del mundo y de reflexionar sobre los códigos cul turales de las mujeres mayas como antropóloga. Su acompañamiento per mitió sin duda complejizar la mirada. Creemos que este libro refleja esta riqueza en la reflexión.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,168,"Aparte del equipo de investigación como tal, la construcción de conoci­ miento se ha hecho también con todo el personal del Consorcio que ha acom pañado a las mujeres sobrevivientes. A través de los grupos focales antes mencionados, reflexionamos conjuntamente sobre las consecuencias psicosociales de la violación sexual en la vida de las mujeres, sobre los recursos que encontraron a lo largo de su vida para poder sobrevivir y dejar de lado la herida de la violación, así como sobre los niveles de conciencia crítica que de mostraban con respecto a su situación de género, etnia y clase.",1, Describe trabajo con mujeres sobrevivientes y consecuencias psicosociales de la violación; no incluyen testimonios directos de ellas.,0.5,1,1,0,0,0,"[desigualdad,discriminación,marginalización,vulnerabilidad,violencia estructural,necesidad de apoyo,resiliencia,sobreviviente,resistencia (cotidiana)]",0,0,0,0,0,0,[],Interseccionalidad,"Sufrimiento está fuerte por consecuencias psicosociales de la violación y la herida persistente. Capacidad de acción surge en los recursos para sobrevivir, resiliencia y condición de sobrevivientes. Ciudadanía aparece indirectamente por conciencia crítica sobre género, etnia y clase, evidenciando discriminación y desigualdad. Marco adicional: Interseccionalidad."
Actoras Report - Tejidos que lleva el alma.pdf,169,Este proceso de discusión con el equipo del Consorcio fue particularmente in teresante por dos razones. La primera es que esta discusión permitía consen­ suar una visión política común en torno a los objetivos que perseguíamos y re flexionar en torno a las mejores estrategias de acción para llegar a ello. La se gunda era que nos permitía integrar al análisis nuevas miradas y reflexiones de mujeres que también han acompañado a las sujetas de investigación en sus procesos de sanación y empoderamiento.,0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,170,"Uno de los puntos de discusión más relevantes puesto en la mesa por las mu jeres mayas del equipo, fue la necesidad de no considerar a las mujeres úni camente como víctimas, sino de resaltar los recursos que han buscado a lo largo de su vida y los poderes que han desarrollado para enfrentar las con secuencias psicosociales de la violación. Esta discusión fue importante pa ra poner de relieve todas las decisiones que las sobrevivientes tomaron a lo largo de su vida como protagonistas de la misma, aunque algunas de es tas estrategias hayan conllevado a reforzar la opresión en la que viven y no hayan sido emancipadoras para ellas.",1," Se menciona explícitamente a víctimas y sobrevivientes, pero no hablan directamente; es una reflexión sobre ellas.",0.5,1,1,0,0,0,"[marginalización, desigualdad, vulnerabilidad, necesidad de apoyo, resiliencia, sobreviviente, resistencia (cotidiana), protagonista]",0,0,0,0,0,0,[],Sanación psicosocial,"Se enfatiza un encuadre de sanación psicosocial: prioriza recursos, afrontamiento y poder personal para lidiar con el trauma de la violación y sus efectos a lo largo de la vida, reconociendo que algunas estrategias pueden ser ambivalentes y no producir emancipación plena.

Razonamiento: 
Capacidad de acción es central porque se enfatizan recursos, poderes, decisiones y el carácter de protagonistas de las sobrevivientes, con claros indicios de resiliencia y resistencia cotidiana. Sufrimiento está fuertemente presente por la referencia explícita a la violación y sus consecuencias psicosociales, que implican vulnerabilidad y necesidad de apoyo. Ciudadanía aparece indirectamente al reconocer la opresión estructural que viven las mujeres mayas, sugiriendo marginalización y desigualdad, aunque no se formula en términos de derechos u obligaciones estatales. No hay señales de reconciliación, culpabilización de la víctima ni de sentimientos socialmente inaceptables."
Actoras Report - Tejidos que lleva el alma.pdf,171,"En este diálogo intervino también otra categoría de personal, que juega un papel de puente entre las mujeres sobrevivientes y el equipo técnico del Con sorcio así como de la investigación: las promotoras y traductoras. Son ellas liderezas que hablan el mismo idioma que las que participan en los grupos del Consorcio (chuj, mam, kaqchikel, y qeqchi). Muchas cuentan con una experiencia organizativa y han demostrado un gran compromiso por la defensa de los derechos de las mujeres en sus regiones. Son por lo tanto re­ ferentes para las mujeres de su comunidad así como para las sobrevivientes de violación sexual. Las promotoras tienen la responsabilidad de visitar a las so brevivientes, de convocarlas y organizar los grupos de reflexión con las mismas, de motivar su participación y asegurar la cohesión de los grupos. En cuanto a las traductoras, tuvieron la responsabilidad de traducirnos en las actividades que organizábamos lo que decían las sujetas de investigación, por ser todas monolingües. Por lo mismo, eran también las encargadas de trans cribir toda la información grabada.",1,Menciona explícitamente a sobrevivientes y sobrevivientes de violación sexual y su acompañamiento; no incluye testimonios directos de víctimas.,0.5,0.5,1,0,0,0,"[sujeto(s) de derechos,necesidad de apoyo,defensor de los derechos humanos,movilización (comunitaria),grupo(s) de apoyo mutuo,líder,organizador,sobreviviente,movimiento(s) de solidaridad]",0,0,0,0,0,0,[],acompañamiento psicosocial,"El texto destaca a promotoras/traductoras como lideresas y organizadoras que defienden derechos y sostienen grupos de apoyo para sobrevivientes, evidenciando fuerte capacidad de acción. La defensa de derechos introduce ciudadanía. Las visitas, la motivación y la cohesión de grupos sugieren necesidad de apoyo, insinuando sufrimiento sin describirlo."
Actoras Report - Tejidos que lleva el alma.pdf,172,"Por compartir las mismas condiciones de vida y cultura que las sobrevivientes, pero contando con más herramientas de reflexión, han re­ presentado un nivel de intermediación fundamental para desentrañar el sig nificado de los procesos a partir de marcos de referencia mucho más cer canos a las mismas. Por esa razón, nos pareció fundamental tener un es pacio de reflexión aparte con ellas que les permitiera expresarse con toda li bertad y tranquilidad. Las dinámicas de las discusiones animadas e intensas del equipo técnico tendían a intimidarlas y borrar sus voces.",1," Se menciona explícitamente a las sobrevivientes y su espacio para expresarse, sin incluir testimonios directos en el segmento.",0.5,0.5,0.5,0,0,0,"[la (non)reconocimiento, exclusión (social), marginalización, vulnerabilidad, sobreviviente]",0,0,0,0,0,0,[],silenciamiento y recuperación de la voz,"Se crea un espacio seguro y culturalmente cercano para que sobrevivientes se expresen sin intimidación. Se denuncia el borrado de sus voces por dinámicas técnicas y se valora la intermediación comunitaria para restituir voz y autoridad narrativa, corrigiendo asimetrías de poder en la producción de conocimiento y la participación."
Actoras Report - Tejidos que lleva el alma.pdf,173,"En estos procesos de reflexión conjunta se evidenció que al analizar las vidas de las mujeres sobrevivientes que acompañamos, las promotoras y las traductoras estaban hablando desde sus propias experiencias de vida. De allí, la importancia que ellas mismas se involucraran en un proceso de for mación­sanación en torno a las heridas que la guerra había dejado en sus vi das, así como las abiertas por las opresiones de género, etnia y clase que vi ven cotidianamente, para garantizar un mejor acompañamiento a otras. Este proceso de formación paralelo ha sido clave para abrir la reflexión sobre te mas hasta ahora no explorados ni hablados por ellas, como la sexualidad y el cuerpo.",1, Describe a mujeres sobrevivientes y procesos de sanación por heridas de guerra y opresiones; no hay testimonios directos citados.,1,1,1,0,0,0,"[discriminación, desigualdad, exclusión (social), violencia histórica, violencia estructural, violencia cotidiana, vulnerabilidad, necesidad de apoyo, sobreviviente, resiliencia, grupo(s) de apoyo mutuo, actor(as) de cambio]",0,0,0,0,0,0,[],Interseccionalidad,"El texto destaca heridas de la guerra y opresiones de género, etnia y clase, evidenciando sufrimiento histórico-estructural y necesidades de apoyo. A la vez, resalta agencia: mujeres sobrevivientes se involucran en procesos de formación-sanación y acompañamiento mutuo, actuando como redes de apoyo y cambio. Marco adicional: interseccionalidad."
Actoras Report - Tejidos que lleva el alma.pdf,174,"Considerando la carga moral que tienen estas problemáticas, los tabúes y silencios que los atraviesan, temíamos que se dieran resistencias a la ho ra de abordar las experiencias de vida vinculadas a la sexualidad. Estas re­ sistencias pueden desembocar de manera consciente o inconsciente en cen­ surar información y por lo tanto, obstaculizar el proceso de trabajo con las mu jeres y de la investigación. Por eso era indispensable que empezáramos a reflexionar conjuntamente en torno a ello desde otras perspectivas y des­ de la vida de cada una. De esta manera reducíamos las posibilidades de sesgos en la información que transmitían a las mujeres y nos traducían a no sotras.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,175,"Este proceso empezó a generar cambios vitales en cada una de las pro­ motoras y traductoras, contribuyendo a aportar nuevos referentes que han am pliado las posibilidades de valorarse, de tomar decisiones en su vida y de vivir más felices. Estar transitando por un proceso que permite repensarse facilita el acompañamiento al proceso de cambio de otras, por haber pasado pre viamente por las mismas dudas, conflictos o preguntas.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,176,"Las condiciones de impunidad que existen en Guatemala en torno a los crí menes del pasado han sido ampliamente demostradas por los diferentes jui cios llevados a cabo contra militares desde hace diez años. Éstos han eviden­ ciado el control que sigue manteniendo el aparato militar sobre el sistema de justicia, y la falta de voluntad política del Estado guatemalteco y de toda la sociedad para enfrentarse a su pasado y a castigar a los responsables de los crímenes de guerra y de lesa humanidad.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,177,"Esta impunidad hace muy complejo y peligroso cualquier intento de ha cer memoria sobre crímenes cometidos durante el conflicto armado, aún más cuando se trata de violación sexual. Al denunciar la violación sexual co mo arma de guerra, como genocidio y feminicidio, se toca el centro de los po deres militares articulados a los de la oligarquía, que desataron la guerra para mantener estructuras sociales, económicas y culturales desiguales que les privilegiaban. Además, se cuestionan poderes personales a nivel local en cuanto muchos de los ex­comisionados y ex–patrulleros militares que co metieron estos delitos, siguen viviendo en las mismas comunidades que las mujeres. Gozan de un poder “de facto” y simbólico que siguen utilizando para atemorizarlas en sus comunidades.",1, Habla explícitamente de mujeres víctimas de violación sexual intimidadas por excomisionados y expatrulleros en sus comunidades.,1,1,0.5,0,0,0,"[obligaciones del Estado,desigualdad,vulnerabilidad,violencia continua,violencia estructural,violencia histórica,reclamación de los derechos humanos,defensor de la memoria]",0,0,0,0,0,0,[],Impunidad y silencio impuesto,"La impunidad persistente y la amenaza de excomisionados y expatrulleros mantienen un silencio impuesto. La ausencia de justicia y el poder simbólico/de facto inhiben la memoria y la denuncia, reproduciendo el control social y el miedo comunitario que perpetúan el daño y la subordinación de las mujeres."
Actoras Report - Tejidos que lleva el alma.pdf,178,"Finalmente, la violación sexual no es un crimen más. Es un crimen to lerado y justificado por la sociedad para garantizar la continuidad del sis tema de dominación masculina. La denuncia de la violación sexual cuestiona el corazón del sistema de opresión: el derecho de los hombres a apropiarse del cuerpo de las mujeres. Rompe con la invisibilidad de la vio lación y la nombra desde la experiencia y sufrimiento de ellas. Es un acto profundamente transgresor en un sistema político y social patriarcal cu yo pacto fundador se hizo entre varones sobre el cuerpo, la vida y la li­ bertad de las mujeres. Denunciarla es poner en peligro el contrato sexual pactado.9 Es tocar el pilar del sistema de dominio masculino y el poder de los hombres individual y colectivamente definido a partir de la propiedad so bre las mujeres.",1, Habla de mujeres víctimas de violación sexual y su sufrimiento; no hay testimonios directos de víctimas.,1,1,1,0,0,0,"[la (non)reconocimiento, discriminación, exclusión (social), marginalización, desigualdad, violencia estructural, violencia histórica, violencia continua, reclamación de los derechos humanos, resistencia, protesta, actor(as) de cambio]",0,0,0,0,0,0,[],Patriarcado y contrato sexual,"Enmarca la violación sexual como instrumento de dominio patriarcal y parte de un contrato sexual que legitima la apropiación del cuerpo femenino, denunciar rompe la invisibilidad y desafía ese pacto, amenazando el poder masculino individual y colectivo."
Actoras Report - Tejidos que lleva el alma.pdf,179,"En consecuencia, denunciar la violación sexual no es sólo exponerse a la represión de todos los que tenían poder durante el conflicto, quienes uti lizaron la violencia sexual para mantener el status quo: el aparato militar y paramilitar articulado a la oligarquía económica del país. También es ex­ ponerse a las hostilidades de todos los que tienen interés en que se mantenga el sistema de dominio masculino sobre las mujeres. Es exponerse a la “caza de brujas” en los términos de Celia Amorós. La autora utiliza la imagen de la caza de brujas para referirse a la violencia de las represalias que se dan en contra de las mujeres que se atreven a cuestionar el pacto inicial que hi­ cieron los hombres sobre el cuerpo de las mujeres, las que se niegan a ser pac tadas, las que no pueden ser controladas, las “enemigas” (1990: 15).",1," Habla de mujeres víctimas de violencia sexual y las represalias que enfrentan al denunciar, sin testimonios directos.",0.5,1,1,0,0.5,0,"[discriminación,exclusión (social),vulnerabilidad,violencia continua,violencia estructural,resistencia (cotidiana)]",0,0,0,0,0,0,[],Estigmatización y silenciamiento,"El pasaje muestra violencia sexual y represalias como mecanismos de control patriarcal y estatal, generando vulnerabilidad y violencia estructural (sufrimiento). A la vez, resalta a mujeres que denuncian y cuestionan el pacto masculino (capacidad de acción). La reacción social las marca como enemigas, produciendo estigmatización y silenciamiento."
Actoras Report - Tejidos que lleva el alma.pdf,180,"Todos los medios son “justificables” para salvar el pacto: mecanismos de si lenciamiento, utilizando la violencia represiva y en particular la violación se xual. Las reacciones hostiles y violentas por parte de los hombres ante lo que pueden percibir como una pérdida de poder es algo real. No hay que subestimarlas. Más cuando estos hombres, aparte de su posición de poder ge nérica, detentan poder por pertenecer al ejército, a la mafia o a la oligarquía eco nómica. Este contexto nos obliga a reflexionar de manera muy seria, a ni vel social y político, en torno a la necesidad de crear condiciones sociales que permitan que se esclarezca la verdad y se haga memoria en torno a los crí menes sexuales cometidos durante la guerra en Guatemala.",1,"Menciona violencia sexual y crímenes durante la guerra, aludiendo a víctimas y necesidad de verdad y memoria.",0.5,1,0.5,0,0,0,"[la (non)reconocimiento, discriminación, desigualdad, vulnerabilidad, violencia estructural, violencia histórica, defensor de la memoria, reclamación de los derechos humanos, conmemoración]",0,0,0,0,0,0,[],Patriarcado y violencia sexual como mecanismo de control social,"El segmento enfatiza sufrimiento por violencia sexual y silenciamiento, enmarcado en desigualdades de poder patriarcal y militar/mafioso, e insta a acciones de memoria y verdad. El marco adicional subraya el patriarcado como estructura que legitima la violencia sexual para mantener control social."
Actoras Report - Tejidos que lleva el alma.pdf,181,"Elegimos analizar las experiencias y los procesos de cambio de las mujeres ma yas que fueron víctimas de violación sexual en la guerra, a partir de las rein terpretaciones y modificaciones de las identidades de género que fueron ha ciendo a lo largo de su vida, hasta decidir articularse a un proceso de sa nación, de recuperación de la memoria histórica y búsqueda de justicia por la violación sexual que vivieron durante el conflicto.",1," Se refiere explícitamente a mujeres mayas víctimas de violación sexual y sus procesos de sanación, memoria y búsqueda de justicia.",0.5,1,1,0,0,0,"[titular(es) de derechos,sujeto(s) de derechos,vulnerabilidad,violencia histórica,necesidad de apoyo,reclamación de los derechos humanos,movilización (comunitaria),resiliencia,sobreviviente,defensor de la memoria]",0,0,0,0,0,0,[],Sanación y memoria histórica con enfoque de género,"Proceso que centra la curación psicosocial y la recuperación de la memoria como ejes de justicia y empoderamiento de mujeres mayas sobrevivientes de violencia sexual, visibilizando género y pertenencia étnica en la búsqueda de verdad y reparación.

Razonamiento: 
Sufrimiento es fuerte porque el segmento nombra explícitamente a mujeres mayas como víctimas de violación sexual en la guerra, e introduce la necesidad de sanación, indicando vulnerabilidad y daño histórico. Capacidad de acción es central: ellas deciden articularse a procesos de sanación, memoria y justicia, lo que implica movilización, resiliencia, condición de sobrevivientes y reclamación de derechos. Ciudadanía aparece de modo indirecto a través de la búsqueda de justicia, que las posiciona como sujetas y titulares de derechos frente al Estado y al sistema judicial. No hay señales de reconciliación, culpabilización de las víctimas ni de sentimientos considerados inaceptables."
Actoras Report - Tejidos que lleva el alma.pdf,182,"Para determinar cómo se constituyeron y se fueron modificando esas identidades a lo largo de su vida, se requirió profundizar en torno al contex­ to socio­cultural en que se han inscrito, al lugar que han ocupado en ese con texto y cómo sus adscripciones de género, etnia y clase se han articulado para dar significado a este lugar.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,183,"La subjetividad de cada una se ha estructurado a partir del contexto so cio­cultural del que provienen. La subjetividad no se puede analizar des­ vinculada de este contexto. Es el puente entre la historia individual de las sujetas y la historia colectiva de la comunidad a la que pertenecen. “No hay historia de uno”, sin vincularla a la historia socio­cultural que lo precede.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,184,"Esta cultura e historia previas no son suficientes para definir quiénes son las sujetas, las decisiones, actitudes y discursos que toman en función de la visión del mundo que tienen. Estas estructuras sociales y culturales pa san por el filtro de la experiencia corporal. “Por importantes que los con­ sideremos, no son suficientes (...), ya que su eficacia no puede suplantar la experiencia corporal de adquisición de una imagen de sí y de una represen­ tación del otro” (Emiliano Galende, en A. Medillo, E. Suárez, D. Rodríguez, 2004: 32).",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,185,"Así, la subjetividad, o lo que Bourdieu llama el habitus, es el lugar a partir del que la persona hace propia las representaciones colectivas y so­ ciales, las normas y códigos de conducta culturales, las reinterpreta y da significado a la realidad y a sus experiencias a partir de ellas. Es la memoria “en carnada”, a partir de la que las personas actúan sobre la realidad y dan sen tido a sus comportamientos.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,186,"La experiencia corporal de la violación en el conflicto de la guerra es se guramente una de las experiencias que más marcó la historia de las sujetas, las decisiones y actitudes que adoptaron después de haber sobrevivido a es te gran sufrimiento. Esta memoria encarnada produjo cambios y rupturas en su visión del mundo, su autoimagen y su vida.",1, Describe la experiencia de violación y sus efectos en las mujeres sobrevivientes; no hablan directamente ellas.,0,1,0.5,0,0,0,"[vulnerabilidad, violencia histórica, violencia estructural, resiliencia, sobreviviente]",0,0,0,0,0,0,[],Trauma y memoria encarnada,"El texto centra la violencia sexual en guerra y su gran sufrimiento; enfatiza la sobrevivencia y decisiones posteriores, sugiriendo resiliencia y agencia moderada. No alude a ciudadanía, reconciliación, culpabilización ni emociones inaceptables. El marco adicional destaca la memoria corporal como eje de transformación subjetiva."
Actoras Report - Tejidos que lleva el alma.pdf,187,"En esta primera parte nos proponemos presentar primero los marcos so cio­económicos y culturales de los que provienen las involucradas en el tra bajo del Consorcio. Segundo, indagaremos en las visiones del mundo, creen cias y prácticas que tienen alrededor de la sexualidad y parentesco, en las diferentes etapas de su vida, las cuales ayudarán a aprehender los cam bios, tanto identitarios como en sus creencias, que se dieron posterior a la ruptura de la violación. Finalmente, presentaremos la tipología de las sujetas de la investigación que construimos a partir de sus diferentes identi­ dades, reflejo de la síntesis de las historias colectivas previas de la región de la que son originarias y de sus historias.",1," Habla de mujeres sujetas de investigación sobrevivientes de violación y sus experiencias, no testimonios directos.",0,0.5,0,0,0,0,[vulnerabilidad],0,0,0,0,0,0,[],Transformación identitaria,"El segmento destaca la ruptura que la violación produce y los cambios identitarios subsecuentes en relación con sexualidad y parentesco, enfatizando trayectorias socioeconómicas y culturales. Este marco de transformación identitaria complementa el sufrimiento al centrar procesos de reconfiguración del yo y pertenencias."
Actoras Report - Tejidos que lleva el alma.pdf,188,"De las 54 mujeres mayas acompañadas por el Consorcio, 14 son kaqchi­ keles. Provienen de diferentes aldeas, adscritas a los municipios de San Mar tín Jilotepeque, San José Poaquil, Tecpán y Patzún. Representan el 26% del grupo que participó en la investigación. Una muestra de tres mujeres kaqchikeles fue seleccionada para compartir sus historias de vida. Son todas mu jeres rurales y campesinas que han aprendido a trabajar en el campo des de niñas. La característica de este grupo, comparado con las mujeres del Po lochic o de Huehuetenango, es su dispersión geográfica y por lo tanto, una dinámica de grupo mucho más marcada por el individualismo que los otros grupos. La cercanía con la capital ha conllevado un proceso de urba­ nización e industrialización más acelerado que en las otras zonas donde tra bajamos; lo cual ha influenciado de formas específicas la organización so cial de producción de la zona, las relaciones sociales de parentesco, así co mo las dinámicas comunitarias de las cuales participan.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,189,"19 mujeres son las que participaron en la investigación, representando a un 35% de todas las sujetas de la misma. El grupo de mujeres de Huehuetenango es sin duda el más diverso. Está conformado por tres grupos con dinámicas distintas y propias, marcadas por las zonas étnicas de donde provienen y la historia particular de cada grupo. Así se distingue el grupo chuj del mu nicipio de Nentón (6), el mam del municipio de Colotenango (7) y el de “retornadas” de Chaculá (6), cuya identidad está más marcada por su his toria de refugio en México que por su pertenencia étnica. De cada grupo se seleccionó a una para compartir su historia de vida. Todas son mujeres ru rales y campesinas que han aprendido a trabajar en el campo desde niñas y en particular en la costa sur, en el corte de café o en la elaboración de pe tates.",0,0,,,,,,,,,,,,,,,,
